,Unnamed: 0,Restaurant Name,Number of Stars,City,Country,Price,Cuisine_type_1,Cuisine_type_1.1
1646,1646,La Vieille Fontaine,1,Avignon, France,$$$,Modern Cuisine,
1647,1647,CIBO,1,Dijon, France,$$$$,Modern Cuisine,
1648,1648,Ogata,1,Paris, France,$$$$,Japanese,
1649,1649,Auguste,1,Paris, France,$$$$,Modern Cuisine,
1650,1650,Le Petit Nice,3,Marseille, France,$$$$,Seafood,
1651,1651,L'Impertinent,1,Biarritz, France,$$$,, Creative
1652,1652,La Condesa,1,Paris, France,$$$$,Creative,
1653,1653,Le Puits du Trésor,1,Lastours, France,$$$,Modern Cuisine,
1654,1654,Michel Sarran,2,Toulouse, France,$$$$,Creative,
1655,1655,Le Panoramique - Domaine de la Corniche,1,Rolleboise, France,$$$,Modern Cuisine,
1656,1656,La Table Breizh Café,1,Cancale, France,$$$$,Modern Cuisine,
1657,1657,ES,1,Paris, France,$$$$,, Modern Cuisine
1658,1658,L'Anthocyane,1,Lannion, France,$$$,Modern Cuisine,
1659,1659,Les Pêcheurs,1,Antibes, France,$$$$,Mediterranean Cuisine,
1660,1660,Les Prés d'Eugénie - Michel Guérard,3,Eugénie-les-Bains, France,$$$$,Classic Cuisine,
1661,1661,Py-r,2,Toulouse, France,$$$$,Modern Cuisine,
1662,1662,Chez Michèle,1,Languimberg, France,$$$,Modern Cuisine,
1663,1663,Le Parc Les Crayères,2,Reims, France,$$$$,Modern Cuisine,
1664,1664,Les Hautes Roches,1,Rochecorbon, France,$$$,, Classic Cuisine
1665,1665,René'Sens par Jean-François Bérard,1,La Cadière-d'Azur, France,$$$$,Modern Cuisine,
1666,1666,La Mirande,1,Avignon, France,$$$$,Modern Cuisine,
1667,1667,Roza,1,Nantes, France,$$$,, Modern Cuisine
1668,1668,Speiseberg,1,Halle (saale), Germany,$$$,, Modern Cuisine
1669,1669,Ösch Noir,2,Donaueschingen, Germany,$$$$,, Modern Cuisine
1670,1670,Aska,1,Regensburg, Germany,$$$$,, Japanese
1671,1671,PUR,1,Berchtesgaden, Germany,$$$$,, Modern Cuisine
1672,1672,Mühle,1,Schluchsee, Germany,$$$$,, Modern French
1673,1673,Pietsch,1,Wernigerode, Germany,$$$$,, Creative
1674,1674,Traube,1,Efringen-Kirchen, Germany,$$$$,, Modern Cuisine
1675,1675,Stadtpfeiffer,1,Leipzig, Germany,$$$$,Modern French,
1676,1676,ES:SENZ,2,Grassau, Germany,$$$$,, Creative
1677,1677,Schwingshackl ESSKULTUR Gourmet,1,Bad Tölz, Germany,$$$$,, Classic French
1678,1678,Roter Hahn,1,Regensburg, Germany,$$$$,Modern Cuisine,
1679,1679,Coeur D'Artichaut,1,Münster, Germany,$$$$,, Modern French
1680,1680,Hummels Gourmetstube,1,Duggendorf, Germany,$$$,, Market Cuisine
1681,1681,VILLINO,1,Lindau, Germany,$$$$,, Modern Cuisine
1682,1682,Luce d'Oro,2,Krün, Germany,$$$$,, Modern Cuisine
1683,1683,Kulmeck by Tom Wickboldt,1,Heringsdorf, Germany,$$$$,, Modern Cuisine
1684,1684,astrein,1,Cologne, Germany,$$$$,, Classic Cuisine
1685,1685,Weinschänke Schloss Groenesteyn,1,Kiedrich, Germany,$$$$,, Modern Cuisine
1686,1686,Werneckhof Sigi Schelling,1,Munich, Germany,$$$$,French Contemporary,
1687,1687,Bricole,1,Berlin, Germany,$$$,, Modern French
1688,1688,Votum,1,Hanover, Germany,$$$$,, Creative
1689,1689,s'Äpfle,1,Bodman-Ludwigshafen, Germany,$$$$,, Modern Cuisine
1690,1690,Shiraz,1,Wuppertal, Germany,$$$$,, Classic French
1691,1691,Alte Liebe,1,Augsburg, Germany,$$$$,, Modern Cuisine
1692,1692,Tohru in der Schreiberei,2,Munich, Germany,$$$$,, Modern Cuisine
1693,1693,Irma la Douce,1,Berlin, Germany,$$$,Modern French,
1694,1694,Troyka,1,Erkelenz, Germany,$$$$,, Modern Cuisine
1695,1695,OX,1,Darmstadt, Germany,$$$$,Modern Cuisine,
1696,1696,OPUS V,2,Mannheim, Germany,$$$$,, Modern Cuisine
1697,1697,Michael's Leitenberg,1,Frasdorf, Germany,$$$$,, Creative
1698,1698,L'étable,1,Bad Hersfeld, Germany,$$$,, Classic Cuisine
1699,1699,Petit Amour,1,Hamburg, Germany,$$$$,, Creative French
1700,1700,Aqua,3,Wolfsburg, Germany,$$$$,, Creative
1701,1701,"Gourmetrestaurant ""fine dining RS""",1,Salach, Germany,$$$$,, French Contemporary
1702,1702,Gabelspiel,1,Munich, Germany,$$$$,, Modern Cuisine
1703,1703,Acquarello,1,Munich, Germany,$$$$,, Italian
1704,1704,Clostermanns Le Gourmet,1,Niederkassel, Germany,$$$,, Creative
1705,1705,Camers Schlossrestaurant,1,Hohenkammer, Germany,$$$$,, Asian Influences
1706,1706,Sartory,1,Augsburg, Germany,$$$$,, Classic Cuisine
1707,1707,Lorenz Adlon Esszimmer,2,Berlin, Germany,$$$$,Creative,
1708,1708,Gasthof Krone,1,Waldenbuch, Germany,$$$,Classic Cuisine,
1709,1709,Schwarz Gourmet,1,Kirchheim an der Weinstraße, Germany,$$$$,, French
1710,1710,Keidenzeller Hof,1,Langenzenn, Germany,$$$,, Modern Cuisine
1711,1711,Falco,2,Leipzig, Germany,$$$$,Creative,
1712,1712,Söl'ring Hof,2,Rantum, Germany,$$$$,, Creative
1713,1713,Zeik,1,Hamburg, Germany,$$$$,, Modern Cuisine
1714,1714,Carmelo Greco,1,Frankfurt on the Main, Germany,$$$$,Italian,
1715,1715,5,1,Stuttgart, Germany,$$$,Modern Cuisine,
1716,1716,Genießer Stube,1,Friedland, Germany,$$$$,Classic Cuisine,
1717,1717,Obendorfers Eisvogel,2,Neunburg vorm Wald, Germany,$$$$,, Creative
1718,1718,Schwarzer Hahn,1,Deidesheim, Germany,$$$$,, Modern French
1719,1719,Bachofer,1,Waiblingen, Germany,$$$$,, Creative
1720,1720,Zur Krone,1,Neupotz, Germany,$$$$,, Market Cuisine
1721,1721,etz,2,Nuremberg, Germany,$$$$,, Creative
1722,1722,The O'ROOM,1,Heringsdorf, Germany,$$$$,Creative,
1723,1723,Steinheuers Restaurant Zur Alten Post,2,Bad Neuenahr-Ahrweiler, Germany,$$$$,, Classic French
1724,1724,"Christian & Friends, Tastekitchen",1,Fulda, Germany,$$$,, Modern Cuisine
1725,1725,Friedrich Franz,1,Bad Doberan, Germany,$$$$,Modern Cuisine,
1726,1726,Nagaya,1,Düsseldorf, Germany,$$$$,Japanese,
1727,1727,Richard,1,Berlin, Germany,$$$,Modern French,
1728,1728,Restaurant Heinz Winkler,2,Aschau im Chiemgau, Germany,$$$$,Classic French,
1729,1729,The Table Kevin Fehling,3,Hamburg, Germany,$$$$,, Creative
1730,1730,Merkles Restaurant,1,Endingen am Kaiserstuhl, Germany,$$$$,, Modern Cuisine
1731,1731,Haerlin,2,Hamburg, Germany,$$$$,, Creative French
1732,1732,Vendôme,2,Bergisch Gladbach, Germany,$$$$,, Creative
1733,1733,Seestern,1,Ulm, Germany,$$$,Modern French,
1734,1734,Setzkasten,1,Düsseldorf, Germany,$$$$,, Modern Cuisine
1735,1735,Agata's,1,Düsseldorf, Germany,$$$$,, Modern Cuisine
1736,1736,Oettinger's Restaurant,1,Fellbach, Germany,$$$$,, Modern French
1737,1737,Speisemeisterei,2,Stuttgart, Germany,$$$$,, Modern Cuisine
1738,1738,Cordo,1,Berlin, Germany,$$$$,, Creative
1739,1739,Kucher's Gourmet,1,Darscheid, Germany,$$$,, Classic Cuisine
1740,1740,Hirsch,1,Sonnenbühl, Germany,$$,, Classic Cuisine
1741,1741,Philipp,1,Sommerhausen, Germany,$$$,, Modern French
1742,1742,maiBeck,1,Cologne, Germany,$$,, Modern Cuisine
1743,1743,Restaurant Überfahrt Christian Jürgens,3,Rottach-Egern, Germany,$$$$,, Creative
1744,1744,Haubentaucher,1,Rottach-Egern, Germany,$$$,, International
1745,1745,Tim Raue,2,Berlin, Germany,$$$$,, Asian
1746,1746,Da Vinci,1,Koblenz, Germany,$$$$,, French
1747,1747,Wielandshöhe,1,Stuttgart, Germany,$$$,, Classic French
1748,1748,CODA Dessert Dining,2,Berlin, Germany,$$$$,, Creative
1749,1749,Adler,1,Lahr, Germany,$$$,Modern French,
1750,1750,Haus Stemberg,1,Velbert, Germany,$$$,, Market Cuisine
1751,1751,1876 Daniel Dal-Ben,1,Düsseldorf, Germany,$$$$,, Creative
1752,1752,Malathounis,1,Kernen im Remstal, Germany,$$$,, Mediterranean Cuisine
1753,1753,Zur Post,1,Odenthal, Germany,$$$,Modern Cuisine,
1754,1754,Burg Nideggen - Brockel Schlimbach,1,Nideggen, Germany,$$$$,, Modern Cuisine
1755,1755,La Bécasse,1,Aachen, Germany,$$$,Classic French,
1756,1756,Das Grace,1,Flensburg, Germany,$$$$,, Modern Cuisine
1757,1757,Zeitwerk,1,Wernigerode, Germany,$$$$,, Creative
1758,1758,PAVO im Burghotel Falkenstein,1,Pfronten, Germany,$$$$,, Modern Cuisine
1759,1759,Alt Wyk,1,Wyk, Germany,$$$,Classic Cuisine,
1760,1760,Gasthof zum Bad,1,Langenau, Germany,$$,, Classic Cuisine
1761,1761,Buchner Welchenberg 1658,1,Niederwinkling, Germany,$$,, Modern Cuisine
1762,1762,L.A. Jordan,1,Deidesheim, Germany,$$$$,, Creative
1763,1763,mural,1,Munich, Germany,$$$$,, Creative
1764,1764,Frieda,1,Leipzig, Germany,$$$$,, Creative
1765,1765,Rosin,2,Dorsten, Germany,$$$$,, Creative
1766,1766,Goldener Anker,1,Dorsten, Germany,$$$$,, Modern Cuisine
1767,1767,Atelier Sanssouci,1,Radebeul, Germany,$$$$,, Classic Cuisine
1768,1768,Die Brasserie,1,Pirmasens, Germany,$$$,, Classic Cuisine
1769,1769,Jante,2,Hanover, Germany,$$$$,, Creative
1770,1770,Werners Restaurant,1,Gernsbach, Germany,$$$$,Classic French,
1771,1771,Masa Japanese Cuisine,1,Frankfurt on the Main, Germany,$$$$,, Japanese
1772,1772,La Cuisine Rademacher,1,Cologne, Germany,$$$$,Modern French,
1773,1773,maximilian lorenz,1,Cologne, Germany,$$$$,, Modern Cuisine
1774,1774,Marly,1,Mannheim, Germany,$$$,, Classic Cuisine
1775,1775,Le Jardin de France im Stahlbad,1,Baden-Baden, Germany,$$$$,Classic French,
1776,1776,Wullenwever,1,Lübeck, Germany,$$$,, Classic Cuisine
1777,1777,Schwitzer's Sternerestaurant,1,Waldbronn, Germany,$$$$,Classic Cuisine,
1778,1778,KUNO 1408,1,Würzburg, Germany,$$$,, Creative
1779,1779,taku,1,Cologne, Germany,$$$,, Asian
1780,1780,AUGUST,2,Augsburg, Germany,$$$$,Creative,
1781,1781,Le Pavillon,2,Bad Peterstal, Germany,$$$$,Classic French,
1782,1782,Gourmet Restaurant im Schlosshotel Münchhausen,1,Aerzen, Germany,$$$$,, Classic French
1783,1783,Restaurant 1797,1,Panker, Germany,$$$$,, Creative French
1784,1784,Le Moissonnier,2,Cologne, Germany,$$$$,, Creative French
1785,1785,LOUIS restaurant,2,Saarlouis, Germany,$$$,, Creative
1786,1786,Le Gourmet,1,Heidelberg, Germany,$$$$,, Classic French
1787,1787,Oben,1,Heidelberg, Germany,$$$$,, Creative
1788,1788,Mühlenhelle,1,Gummersbach, Germany,$$$$,Modern French,
1789,1789,Alte Schule - Klassenzimmer,1,Feldberger Seenlandschaft, Germany,$$$$,, Modern Cuisine
1790,1790,The Stage,1,Dortmund, Germany,$$$$,, Contemporary
1791,1791,freustil,1,Ostseebad Binz, Germany,$$$,Creative,
1792,1792,Hannappel,1,Essen, Germany,$$$,, Modern Cuisine
1793,1793,tulus lotrek,1,Berlin, Germany,$$$$,, Modern Cuisine
1794,1794,100/200 Kitchen,2,Hamburg, Germany,$$$$,, Creative
1795,1795,Bembergs Häuschen,1,Euskirchen, Germany,$$$$,Modern Cuisine,
1796,1796,Cheval Blanc,1,Illschwang, Germany,$$$$,, Classic Cuisine
1797,1797,SIEDEPUNKT,1,Ulm, Germany,$$$,, Modern French
1798,1798,Sterneck,1,Cuxhaven, Germany,$$$$,Creative,
1799,1799,bianc,2,Hamburg, Germany,$$$$,, Mediterranean Cuisine
1800,1800,Gasthaus Jakob,1,Perasdorf, Germany,$$$,, Classic Cuisine
1801,1801,BODENDORF'S,1,Tinnum, Germany,$$$$,, Modern French
1802,1802,Kin Dee,1,Berlin, Germany,$$$,Thai,
1803,1803,Balthasar,1,Paderborn, Germany,$$$,, Modern French
1804,1804,Maître im Landhaus Kuckuck,1,Cologne, Germany,$$$$,, Classic French
1805,1805,REISERS am Stein,1,Würzburg, Germany,$$$,, Creative
1806,1806,Délice,1,Stuttgart, Germany,$$$$,, Creative
1807,1807,Landhaus Feckl,1,Ehningen, Germany,$$$,, Classic French
1808,1808,Victor's Fine Dining by christian bau,3,Perl, Germany,$$$$,Creative,
1809,1809,Christian's Restaurant - Gasthof Grainer,1,Kirchdorf, Germany,$$$,Classic Cuisine,
1810,1810,GOLVET,1,Berlin, Germany,$$$$,Creative,
1811,1811,La Société,1,Cologne, Germany,$$$$,, Modern Cuisine
1812,1812,Alfredo,1,Cologne, Germany,$$$,, Italian
1813,1813,Schwarzer Adler,1,Vogtsburg im Kaiserstuhl, Germany,$$$$,Classic French,
1814,1814,Genuss-Apotheke,1,Bad Säckingen, Germany,$$$$,, Creative
1815,1815,Gutshaus Stolpe,1,Stolpe, Germany,$$$$,Creative,
1816,1816,Elements,1,Dresden, Germany,$$$,, Modern Cuisine
1817,1817,NeoBiota,1,Cologne, Germany,$$$$,, Modern Cuisine
1818,1818,Ox & Klee,2,Cologne, Germany,$$$$,, Modern Cuisine
1819,1819,SoulFood,1,Auerbach in der Oberpfalz, Germany,$$$,, Creative
1820,1820,Alte Pfarrey,1,Neuleiningen, Germany,$$$,, Modern French
1821,1821,Ente,1,Wiesbaden, Germany,$$$,, Classic French
1822,1822,Landhaus Scherrer,1,Hamburg, Germany,$$$$,, Classic Cuisine
1823,1823,La Vallée Verte,1,Herleshausen, Germany,$$$$,, Creative
1824,1824,Ratsstuben,1,Haltern am See, Germany,$$$,Modern Cuisine,
1825,1825,ernst,1,Berlin, Germany,$$$$,, Creative
1826,1826,Maerz - Das Restaurant,1,Bietigheim-Bissingen, Germany,$$$$,, Creative French
1827,1827,Silberdistel,1,Ofterschwang, Germany,$$$$,Classic Cuisine,
1828,1828,ESS ATELIER STRAUSS,1,Oberstdorf, Germany,$$$,, Classic Cuisine
1829,1829,Cookies Cream,1,Berlin, Germany,$$$,Vegetarian,
1830,1830,Sankt Benedikt,1,Aachen, Germany,$$$$,, Creative
1831,1831,Laurentius,1,Weikersheim, Germany,$$$,, Country cooking
1832,1832,BECKER'S,1,Trier, Germany,$$$$,, Creative
1833,1833,Ophelia,2,Constance, Germany,$$$$,, Creative French
1834,1834,Maltes hidden kitchen,1,Baden-Baden, Germany,$$$$,, Modern Cuisine
1835,1835,Pottkind,1,Cologne, Germany,$$$$,, Creative
1836,1836,Weinstock,1,Volkach, Germany,$$$$,, Creative
1837,1837,Gut Lärchenhof,1,Pulheim, Germany,$$$$,, Modern French
1838,1838,Mod by Sven Nöthel,1,Duisburg, Germany,$$$,, Modern Cuisine
1839,1839,EssZimmer,2,Munich, Germany,$$$$,, Modern French
1840,1840,Schote,1,Essen, Germany,$$$$,, Modern Cuisine
1841,1841,Horváth,2,Berlin, Germany,$$$$,Creative,
1842,1842,Hämmerle's Restaurant - Barrique,1,Blieskastel, Germany,$$$,Modern French,
1843,1843,Restaurant Villa Merton,1,Frankfurt on the Main, Germany,$$$$,, Classic Cuisine
1844,1844,Tantris,2,Munich, Germany,$$$$,, Classic French
1845,1845,SKYKITCHEN,1,Berlin, Germany,$$$$,Modern Cuisine,
1846,1846,Schiller's Manufaktur,1,Koblenz, Germany,$$$$,, Classic Cuisine
1847,1847,Lamm Rosswag,1,Vaihingen an der Enz, Germany,$$$,, Modern Cuisine
1848,1848,Schlossberg,1,Baiersbronn, Germany,$$$$,, Creative
1849,1849,Wein- und Tafelhaus,1,Trittenheim, Germany,$$$$,, Market Cuisine
1850,1850,Yoshi by Nagaya,1,Düsseldorf, Germany,$$$$,, Japanese
1851,1851,Der Zauberlehrling,1,Stuttgart, Germany,$$$,Creative,
1852,1852,Falconera,1,Öhningen, Germany,$$$,, Classic French
1853,1853,Kunz Gourmet,1,Sankt Wendel, Germany,$$$,Classic French,
1854,1854,Erno's Bistro,1,Frankfurt on the Main, Germany,$$$$,, Classic French
1855,1855,Gustav,2,Frankfurt on the Main, Germany,$$$$,, Creative
1856,1856,Das Maximilians,1,Oberstdorf, Germany,$$$$,Modern French,
1857,1857,Schloss Loersfeld,1,Kerpen, Germany,$$$$,, Classic French
1858,1858,Rüssel's Landhaus,1,Naurath/Wald, Germany,$$$$,, Creative
1859,1859,Leos by Stephan Brandl,1,Bad Kötzing, Germany,$$$$,, Creative
1860,1860,Kaupers Restaurant im Kapellenhof,1,Selzen, Germany,$$$$,, Modern Cuisine
1861,1861,Nobelhart & Schmutzig,1,Berlin, Germany,$$$$,, Creative
1862,1862,Le Flair,1,Düsseldorf, Germany,$$$$,, French
1863,1863,Alexander Herrmann by Tobias Bätz,2,Wirsberg, Germany,$$$$,, Creative
1864,1864,Bandol sur mer,1,Berlin, Germany,$$$$,Modern French,
1865,1865,Rutz,3,Berlin, Germany,$$$$,, Modern Cuisine
1866,1866,prism,1,Berlin, Germany,$$$$,, Israeli
1867,1867,Frühsammers Restaurant,1,Berlin, Germany,$$$$,, Classic Cuisine
1868,1868,Ostseelounge,1,Dierhagen, Germany,$$$$,Modern Cuisine,
1869,1869,ammolite - The Lighthouse Restaurant,2,Rust, Germany,$$$$,, Modern Cuisine
1870,1870,GästeHaus Klaus Erfort,2,Saarbrücken, Germany,$$$$,Classic French,
1871,1871,Esplanade,2,Saarbrücken, Germany,$$$$,, Classic Cuisine
1872,1872,Seven Swans,1,Frankfurt on the Main, Germany,$$$$,, Vegan
1873,1873,Jungborn,1,Bad Sobernheim, Germany,$$$$,, Modern Cuisine
1874,1874,Piment,1,Hamburg, Germany,$$$$,, Creative
1875,1875,Schattbuch,1,Amtzell, Germany,$$$,, Creative
1876,1876,Ich weiß ein Haus am See,1,Krakow am See, Germany,$$$$,Classic French,
1877,1877,Gourmet-Restaurant Der Butt,1,Rostock, Germany,$$$$,, Modern Cuisine
1878,1878,THE IZAKAYA,1,Wachenheim an der Weinstraße, Germany,$$$,, Modern Cuisine
1879,1879,360°,1,Limburg an der Lahn, Germany,$$$,, Modern Cuisine
1880,1880,Restaurant Bareiss,3,Baiersbronn, Germany,$$$$,Classic French,
1881,1881,Hupperts,1,Stuttgart, Germany,$$$$,Classic Cuisine,
1882,1882,Aubergine,1,Starnberg, Germany,$$$$,Creative,
1883,1883,Lakeside,1,Hamburg, Germany,$$$$,Modern Cuisine,
1884,1884,Schwabenstube,1,Asperg, Germany,$$$,Classic French,
1885,1885,PHOENIX,1,Düsseldorf, Germany,$$$$,, International
1886,1886,Im Schiffchen,1,Düsseldorf, Germany,$$$$,, Mediterranean Cuisine
1887,1887,DR.KOSCH,1,Düsseldorf, Germany,$$$,Modern Cuisine,
1888,1888,Bieberbau,1,Berlin, Germany,$$$,, Modern Cuisine
1889,1889,Erbprinz,1,Ettlingen, Germany,$$$$,, Classic Cuisine
1890,1890,Eckert,1,Grenzach-Wyhlen, Germany,$$$$,, Creative
1891,1891,Storchen,1,Bad Krozingen, Germany,$$,, Classic Cuisine
1892,1892,Friedrich,1,Osnabrück, Germany,$$$$,, Modern French
1893,1893,Reuter,1,Rheda-Wiedenbrück, Germany,$$$,, Modern French
1894,1894,Waidwerk,1,Nuremberg, Germany,$$$$,, Modern Cuisine
1895,1895,Doblers,1,Mannheim, Germany,$$$,Classic Cuisine,
1896,1896,Alte Überfahrt,1,Werder, Germany,$$$,, Modern Cuisine
1897,1897,kochZIMMER in der Gaststätte zur Ratswaage,1,Potsdam, Germany,$$$$,, Modern Cuisine
1898,1898,TIAN,1,Munich, Germany,$$$$,Vegetarian,
1899,1899,sein,1,Karlsruhe, Germany,$$$$,Modern Cuisine,
1900,1900,Veles,1,Nuremberg, Germany,$$$,, Modern Cuisine
1901,1901,JUWEL,1,Schirgiswalde-Kirschau, Germany,$$$$,, Modern French
1902,1902,Les Deux,1,Munich, Germany,$$$$,Modern French,
1903,1903,Gourmetrestaurant Dichter,1,Rottach-Egern, Germany,$$$$,, French Contemporary
1904,1904,Oswald's Gourmetstube,1,Teisnach, Germany,$$$$,, Modern French
1905,1905,Tantris DNA,1,Munich, Germany,$$$$,, Classic French
1906,1906,Gotthardt's,1,Koblenz, Germany,$$$,, Modern Cuisine
1907,1907,Steins Traube,1,Mainz, Germany,$$$,, Market Cuisine
1908,1908,[KOOK] 36,1,Moos bei Deggendorf, Germany,$$$,, Creative
1909,1909,Johanns,1,Waldkirchen, Germany,$$,, Modern Cuisine
1910,1910,Ahlmanns,1,Kiel, Germany,$$$$,Creative,
1911,1911,faelt,1,Berlin, Germany,$$$,, Regional Cuisine
1912,1912,Genuss-Atelier,1,Dresden, Germany,$$$,, Modern Cuisine
1913,1913,Yunico,1,Bonn, Germany,$$$$,, Japanese
1914,1914,Grammons Restaurant,1,Dortmund, Germany,$$$$,, Contemporary
1915,1915,Ritzi Gourmet,1,Stuttgart, Germany,$$$$,, Creative French
1916,1916,FACIL,2,Berlin, Germany,$$$$,, Creative
1917,1917,Zur Tant,1,Cologne, Germany,$$$,, Classic Cuisine
1918,1918,Schwarzreiter,1,Munich, Germany,$$$,, Modern Cuisine
1919,1919,Hirschen,2,Sulzburg, Germany,$$$$,Classic French,
1920,1920,halbedel's Gasthaus,1,Bonn, Germany,$$$$,Modern French,
1921,1921,Schwarzwaldstube,3,Baiersbronn, Germany,$$$$,, Classic French
1922,1922,Sparkling Bistro,1,Munich, Germany,$$$$,, Modern Cuisine
1923,1923,Le Cerf,2,Zweiflingen, Germany,$$$$,Classic French,
1924,1924,Koch und Kellner,1,Nuremberg, Germany,$$$,, Modern Cuisine
1925,1925,Apicius,1,Bad Zwischenahn, Germany,$$$$,Modern French,
1926,1926,Jellyfish,1,Hamburg, Germany,$$$$,, Seafood
1927,1927,Hofstube,1,Schmallenberg, Germany,$$$$,Modern Cuisine,
1928,1928,TAWA YAMA FINE,1,Karlsruhe, Germany,$$$$,, Modern Cuisine
1929,1929,Le temple,1,Neuhütten, Germany,$$$$,Modern French,
1930,1930,Admiral,1,Weisenheim am Berg, Germany,$$$,, Contemporary
1931,1931,ZweiSinn Meiers | Fine Dining,1,Nuremberg, Germany,$$$$,, Creative
1932,1932,Gregor's Fine Dining,1,Rötz, Germany,$$$$,, Classic Cuisine
1933,1933,Berens am Kai,1,Düsseldorf, Germany,$$$,Modern Cuisine,
1934,1934,SEO Küchenhandwerk,1,Langenargen, Germany,$$$$,, Modern Cuisine
1935,1935,schanz. restaurant.,3,Piesport, Germany,$$$$,, Modern French
1936,1936,Anthony's Kitchen,1,Meerbusch, Germany,$$$$,, Innovative
1937,1937,Waldhotel Sonnora,3,Dreis, Germany,$$$$,Classic French,
1938,1938,der Schneider,1,Dortmund, Germany,$$$$,, Modern Cuisine
1939,1939,Storstad,1,Regensburg, Germany,$$$$,, Creative
1940,1940,Jean,1,Eltville am Rhein, Germany,$$,, Classic French
1941,1941,Handwerk,1,Hanover, Germany,$$$,, Modern Cuisine
1942,1942,Gasthaus zum Raben,1,Horben, Germany,$$$,, Classic French
1943,1943,San Martino - Gourmet,1,Constance, Germany,$$$$,, Creative
1944,1944,MAIN TOWER Restaurant & Lounge,1,Frankfurt on the Main, Germany,$$$$,, Modern Cuisine
1945,1945,Meierei Dirk Luther,2,Glücksburg, Germany,$$$$,, Classic Cuisine
1946,1946,BjörnsOX,1,Dermbach, Germany,$$$$,, Creative
1947,1947,Mountain Hub Gourmet,1,Munich, Germany,$$$$,, Modern Cuisine
1948,1948,Casala,1,Meersburg, Germany,$$$$,, Modern Cuisine
1949,1949,Entenstuben,1,Nuremberg, Germany,$$$$,, Modern Cuisine
1950,1950,Showroom,1,Munich, Germany,$$$$,Creative,
1951,1951,Schloss Filseck,1,Uhingen, Germany,$$$,, Mediterranean Cuisine
1952,1952,Anima,1,Tuttlingen, Germany,$$$$,, Creative
1953,1953,Rebers Pflug,1,Schwäbisch Hall, Germany,$$$,Market Cuisine,
1954,1954,Kesselhaus,1,Osnabrück, Germany,$$$$,, Creative
1955,1955,Eisenbahn,1,Schwäbisch Hall, Germany,$$$$,Modern French,
1956,1956,PURS,2,Andernach, Germany,$$$$,, Modern Cuisine
1957,1957,Courtier,2,Wangels, Germany,$$$$,, Creative
1958,1958,FAVORITE restaurant,1,Mainz, Germany,$$$,, Modern French
1959,1959,Atelier,2,Munich, Germany,$$$$,Creative French,
1960,1960,Essigbrätlein,2,Nuremberg, Germany,$$$$,, Innovative
1961,1961,Das Marktrestaurant,1,Mittenwald, Germany,$$$,, Country cooking
1962,1962,Weinsinn,1,Frankfurt on the Main, Germany,$$$$,, Modern Cuisine
1963,1963,Lafleur,2,Frankfurt on the Main, Germany,$$$$,, Modern French
1964,1964,Ursprung,1,Königsbronn, Germany,$$$$,, Creative
1965,1965,zeit|geist,1,Weingarten, Germany,$$$,, Creative
1966,1966,Landwerk,1,Wallerfangen, Germany,$$$,, Modern Cuisine
1967,1967,Restaurant Urgestein,1,Neustadt an der Weinstraße, Germany,$$$$,, Modern Cuisine
1968,1968,Landhaus Köpp,1,Xanten, Germany,$$$,, Classic French
1969,1969,DiVa,1,Scharbeutz, Germany,$$$,, Modern French
1970,1970,Philipp Soldan,1,Frankenberg, Germany,$$$$,, Creative
1971,1971,KAI3,1,Hörnum, Germany,$$$$,, Creative
1972,1972,Jan's Restaurant,1,Detmold, Germany,$$$,, Seasonal Cuisine
1973,1973,1789,1,Baiersbronn, Germany,$$$$,, Modern Cuisine
1974,1974,Laudensacks Gourmet Restaurant,1,Bad Kissingen, Germany,$$$$,, Classic Cuisine
1975,1975,Hugos,1,Berlin, Germany,$$$$,, Modern Cuisine
1976,1976,Wirtshaus Meyers Keller,1,Nördlingen, Germany,$$$,, Market Cuisine
1977,1977,Gourmetrestaurant Berlins Krone,1,Bad Teinach-Zavelstein, Germany,$$$$,Modern French,
1978,1978,le Corange,1,Mannheim, Germany,$$$,, Modern French
1979,1979,Gourmetrestaurant Nico Burkhardt,1,Schorndorf, Germany,$$$$,, Modern French
1980,1980,Orangerie,1,Timmendorfer Strand, Germany,$$$,Classic French,
1981,1981,Seesteg,1,Norderney, Germany,$$$,, Modern Cuisine
1982,1982,Huberwirt,1,Pleiskirchen, Germany,$$,, Modern Cuisine
1983,1983,Kilian Stuba,1,Hirschegg, Austria,$$$$,Creative,
1984,1984,Bahia,1,Balzan, Malta,$$$,, Creative
1985,1985,ION - The Harbour,1,Valletta, Malta,$$$$,Mediterranean Cuisine,
1986,1986,Noni,1,Valletta, Malta,$$$,Modern Cuisine,
1987,1987,De Mondion,1,Mdina, Malta,$$$,Modern Cuisine,
1988,1988,Under Grain,1,Valletta, Malta,$$$,Modern Cuisine,
1989,1989,Chestnut,1,Ballydehob, Ireland,$$$$,Modern Cuisine,
1990,1990,House,1,Ardmore, Ireland,$$$$,, Modern Cuisine
1991,1991,dede,1,Baltimore, Ireland,$$$,Modern Cuisine,
1992,1992,Liath,2,Blackrock, Ireland,$$$$,Creative,
1993,1993,The Oak Room,1,Adare, Ireland,$$$$,Modern Cuisine,
1994,1994,Campagne,1,Kilkenny, Ireland,$$$,Modern Cuisine,
1995,1995,Ichigo Ichie,1,Cork, Ireland,$$$$,Japanese,
